,rating,text
1708,5.0,"Я бы даже сказал, что это хороший конкурент топовым флагманам и тому же айфону, смартфон очень понравился мне, хоть и производитель совершенно незнаком. Сначала перечислю достоинства, камера приятная, грузится сразу и фотографии делает качественные, по уровню как хорошая мыльница, а может и... Читать полностью. работает хорошо, камера, экран, сенсор. корпус сплоховал"
1709,4.5,"У меня такой был! Клевый, мне нравился тем, что чик и открываешь его. Слайдеры после этого Самсунга - моя слабость. Возможно, еще куплю подобный, потому что сенсорные меня раздражают.. Слайдер! Красивый, приятно ощущать в руке.. У меня потерлась крышка через полгода. Но я его без чехла носила и бросала то в сумку с ключами, то как придется. Так что логично, он ведь пластиковый."
1710,5.0,"Отличный телефона на Android 5. Почему-то для меня самый важный критерий при выборе был дизайн и тонкий корпус. Не хотелось брать клонированный дизайн как у всех смартфонов, к примеру самсунг. Телефон не смотрится громоздким из-за небольшой рамки, хотя тут 5 дюймов. Картинка чёткая, приличное... Читать полностью. Цена, дисплей, тонкий корпус, процессор.. Не везде продаётся."
1711,1.0,Мне даже жаль было ставить 1. Настолько не доработан что даже стыдно за эту марку. Даже починить в сервисе не хотят. Например столкнулся с такой проблемой... Курсор и указатели для выделения текста залипают в начале экрана. Ужасно неудобно. Прикладывал даже скрин к заявке на ремонт ничего не... Читать полностью. Большой экран который можно использовать для просмотра видюх или сидеть в интернете. Их настолько много что лучше я промолчу и сдержу поток нецензурных выражений
1712,5.0,"Хочу оставить свой положительный отзыв о смартфоне ARK DEVICE. Купила его по рекомендации знакомого и не пожалела.. Главным преимуществом его выбора стал экран! Очень качественный и яркий, цвета передает отлично..В руке лежит удобно, не выпадает..Я не люблю уж слишком большие диагонали, а этот в... Читать полностью"
1713,1.0,"Купил этот телефон, некоторое время работал нормально, но потом начал: зависать, включаться после 2 или 3 попытки, перестал работать сенсор."
1714,4.0,"Лично для меня просто классный,есть все,что мне нужно.. Долгое время без подзарядки,защита приложений,все,что нужно для мужчины.. Нету."
1715,5.0,"После 1,5 лет пользования эмоции затухли и можно оценить в сравнении с чем то другим, например с филипс ксениум Е 560: этот аппарат подарил жене - думал это лучший, но не угадал. Филипс 5500 превосходит эту модель по всем параметрам кроме батарейки. Очень жаль , что 5500 исчезли с продаж, не всё... Читать полностью. Строго деловой аппарат, ничто не отвлекает,  функционал развит и прост, быстро приобретаешь навык в работе с клавир.. Функция Т9 излишняя морока, нет фиксации время и № контакта в авторегистраторе."
1716,4.0,"Для недорогого телефона вполне нормальный аппарат: • Все аккуратно подогнано и собрано • Немного раздражает блестящая окантовка под металл по периметру. Но это если придираться. Из дополнительных фишек - есть съемка по жесту руки, удобная штука! Оперативной памяти - гигабайт, но... Читать полностью. - Текстурированная задняя панель - под плетеную сетку. Телефон приятно лежит в руке и не выскальзывает.
- Яркий и четкий экран
- 2 симки
- Малый вес
- Виртуальная вспышка - подсветка экраном при съемке фронтальной камерой.. •	Нет выемки для снятия задней панели. Сначала не поняла как открыть телефон, чтобы вставить аккумулятор и симку."
1717,5.0,"Дизайн отличный. Качество видео. Написано что есть FM радио , но найти его не смог.
Тихо воспроизводит mp3 музыку."
1718,4.0,"За два года нареканий нет. Иногда правда перезагружался когда я его насиловал, не хватало оперативки. Уже устарел и поднадоел буду брать другой. А так отслужил верой и правдой.. Батарея. Красивый. Не дорогой.. Нет 4g. Хотелось оперативки 2гига. А так, всем устраивает, уточняю за такую цену."
1719,5.0,Просто Супер!. Хороший! Громкий! Удобный! Супер!. Нет Только Секундомера!
1720,5.0,"Довольна, советую. Камера и разрешение сууупер. Камера и разрешение экрана.. Не удобно расположена громкость. Тяжело открыть крышку. Нагревается."
1721,4.0,"В общем на вкус и цвет... ! а за такую цену вполне приемлемый смартфон !. За такую цену очень даже ничего ! батарея держит 2 дня строго(по крайней мере у меня)не зависает ,все четко !. Камера желает лучшего,особенно в темное время суток."
1722,4.0,Нечего особенного. Телефон хороший самое крутое что на этот телефон много прикольных бамперов и чехлов!!. Жалко что нет фронтальной камеры и не поддерживается инстаграм и экран маловат
1723,4.0,"Пользуюсь уже почти 2 года и пока он окончательно не сдохнет менять не хочу,хотя мысли посещали,а после некоторых раздумий понял,что тратить тысяч эдак 25 за тот смарт который полностью бы меня устраивал смысла нет...За время пользования lenovo a606 поломок ни каких не было кроме того,что я поймал в... Читать полностью. Надежный,в комплекте силиконовый чехол,производительный,диагональ,5"" недорогой.. Разрешение экрана низковато,тяжеловат(170 гр.)."
1724,2.0,"Ожидал гораздо большего! Обновлений по пока никаких нет,что очень огорчает!!!. Заявлена батарея 4000 ah.. Батарея быстро разряжается. 12 часов и все,даже если телефон в режиме ожидания. Родной лаунчер много жрал,поставил сторонний,но проблема не решена,диагностика показывает,что система андройд съедает более 60% батареи,видимо очень сырая прошивка("
1725,5.0,"- Пришла знакомая с Iphone 6, точная копия A3 2016 (чуть-чуть толще айфона (на 1 мм)).
- Кто-то писал, что он тормозит?! Скорее всего хозяин виноват, а не телефон. (вирус или что-то обновлял на заднем фоне).. - Дизайн и качество материалов (приятно держать в руке). - 4.7"" - всё удобно читается и в тоже время компактный, управляется одной рукой (в 5.1"" и более уже двумя нужно). - Быстрый, по тесту Антуту 36.000 баллов, мой старый S4 mini 18.000 баллов набирал, т.е. в 2 раза быстрее) -... Читать полностью. - немного скользкий, но можно привыкнуть или купить силиконовый чехол. (заказал в Китае за 100 руб.)
- беда с защитными плёнками, экран изогнутый, они не клеются. Единственную подходящую плёнку нашёл в фирменном магазине Samsung за 560р."
1726,5.0,"Начну с положительного, я имею честь быть одним из инсайдером windows 10 mobile. Что нравится дак это отличная оптимизация, все работает плавно и в меру быстро. Но во всей этой бочке меда есть небольшой черпак дегтя, я имею введу количество приложений на момент релиза меня очень огорчает. Вы... Читать полностью. Нравится дак это отличная оптимизация, все работает плавно и в меру быстро.. Все будет хорошо =)"
1727,3.0,"Двоякое: вроде бы большой, удобный смартфон, но глючный. И самое главное - не могу найти аккумулятор.. Большой, удобный, качественная сборка, нигде не скрипит.. Во время зарядки пользоваться невозможно - срабатывает нажатие в произвольных местах. Внешняя  флешка переодически самопроизвольно отключается с порчей файловой системы на ней и потерей файлов. Через год вздулся и стал плохо держать зарядку аккумулятор. В Инете найти аккумулятор не могу."
1728,3.0,"В целом модель очень даже не плохая.... Хороший корпус (в том числе и оформление), возможность использования 2 sim-карты, возможность использования дополнительной памяти, а так же наличие mp3-плеера.. Блокировка устанавливается автоматически, нет никакой возможности ее убрать, хотя в меню есть пусть пункт ""без блокировки"", который нет возможности выбрать; клавиши плавают или вообще западают. Производитель имеет небольшую популярность."
1729,5.0,"Уже пол года пользуюсь и довольна, раньше хотела айфон, а сейчас и даром не нужен мне этот дорогущие айфон я могу получается 10 купить флаев на сумму которую просят за айфон.. Игры тянет любые, быстро работает. Падал раз 5 нет даже царапин.. Тихий звук. ( в наушниках очень громкий )"
1730,5.0,"Был у меня он, но сейчас Runbo F1. Вот его точно можно вместо айфона рекомендовать. 2 Вт рация, крепкий корпус, водостойкость, 4G, до 5 дней без подзарядки. огромный"
1731,3.0,Всегда мечтала о леново .А теперь осадочек остался. Так что данную марку брать не буду.. Хороший дизайн. Звук. Отлично ловит сигнал. Приемлемая цена.. Сильно нагреваеться батарея.виснет и долго грузит приложения.много всяких ненужных и непонятных приложений.пропадают сами собой контакты имена. Камера не четкая . И плохо тянет игры. У через полгода мобильник сдох. Сейчас он в сервисной службе до 45 дней.вот жду результатов. Была о леново лучшего... Читать полностью
1732,4.0,"Твёрдая 4,ну даже ближе к 5!!!.Год использования, пока вопросов нет.. Хорошее разрешение, быстродействие, тупит редко,звучание хорошее,микрофон на ""5"",динамик тоже.. Слабоватая батарея, но это наверно у всех андроидов.. плохой фм-приемник(шипит,неуверенный приём станций, проверял в разных городах),но а так пожалуй всё."
1733,4.0,"Твердая четверка с минусом. Где минусов становится больше, чем дольше его используешь.. Дизайн, звук. Пожалуй все.. Слабая батарея, телефон держит неполный день, через год батарея тихо умерла. Появились фризы и глюки. Работу ГПС так и не удалось наладить, спутники может искать минут по 20. Часто ""отваливается"" вайфай. ОЧЕНЬ мало собственной памяти."
1734,5.0,"Всё таки эту модель определил для себя как лучшую модель. Мне смартфон нужен был более менее толковый не столько для личных целей, а скорее для рабочих. Здесь все функции что мне нужны, поддерживаются, по характеристикам соответствует. Оперативки 512 мегабайт и процессора в 1300 МГц мне вполне... Читать полностью. Характеристики, общий дизайн. Камера"
1735,4.0,"Хорош, работяга то-что надо, первые три года хватала батареи почти на восемь суток, музыку слушал редко и без наушников, разговаривал часто, на 23.03.2016 год батареи хватает на 6 суток, +- сутки, купил в 2010 году.. Держит удар, (об бетонные ступеньки и дальше по площадке). Ни разу не зависал и не глючил. Экран не плохой, все довольно хорошо читается.. Нечаянно раздавил экран, не фотографирует и не снимает, на диктофон записывает жутко плохо, Сильно к нему привязался."
1736,1.0,"Мой телефон Galaxy S6. Я очень недовольна своей покупкой. И это мягко сказано. Мало того, что, во-первых, у телефона за 50000 рублей разработчики не предусмотрели букву ""ъ"" на клавиатуре.  Во-вторых, просто отвратительный плановик в телефоне: список запланированных дел из календаря на... Читать полностью. Фото. Календарь, обновления и ошибки в алфавите"
1737,3.0,вполне преемленный аппарат за эти деньги. много всего что надо и не надо. частенько выскакивает не то что выбрал и большое энергопотребление
1738,4.0,аппарат хороший.. прием отличный. слышимость прекрасная. ненадежный модуль под сим и сд карты. нет запчастей уронил вышел из строя сэнсор и теперь не телефон а игрушка детям.
1739,5.0,"До этого телефона в использовании были Сони и Арк М7. Сравнивать буду именно с ними. Lumia 640 XL понравилась еще во время анонса. Большой экран, две сим-карты, мощный аккумулятор и приличная камера. Модель с большим экраном понравилась матовым пластиком корпуса. На нем вообще не видно царапин... Читать полностью. Большой экран, очень мощная батарея, быстрота работы, две сим-карты.. К самому телефону претензий нет, больше к операционной системе. Привычные по андроиду приложения либо отсутствуют, либо отличаются по интерфейсу и качеству."
1740,5.0,"Телефон отличный хоть и малофункциональный  но лично он мне очень нравится.
Была такая история: опаздывала я на электричку бежала а телефон лежал в кармане.
А карман был расстёгнут. А телефон выпал и экраном об асфальт! Я подняла его, и включаю смотрю включается! Телефон очень прочный!. Очень прочный. Нет"
1741,1.0,"Когда я его купила он нормально работал    я НЕ довольна когда я  в интернете скачивала картинки он сохранил не все... Он очень сильно глючит... Полная ерунда китайская.... нереально даже включить его.... Раньше работал нормально
в смысле когда я его купила.... Когда скачиваю картинки он сохраняет не все,  иногда зависает и тормозит... ОЧЕНЬ СИЛЬНО ГЛЮЧИТ................. Очень быстро забирает заряд батареи. micro sim. НЕ ПОКУПАЙТЕ ЭТОТ ТЕЛЕФОН!"
1742,3.0,"Сначала когда я его купила  нормально работал а через недели 3  начал тупить раньше он автоматически не отключался, а потом начал. Сначала он выключался просто быстро, я не очень довольна.. не  тормозит быстрый. Отключается автоматически и тупит + плохая камера и динамики  когда я громкость ставлю на максимальную он автоматически ставит на половину."
1743,1.0,"через 2 года пользования я в него залез,так как терять было нечего.через месяц эксплуатации хлёсткое падение в раковину при мытье рук его разщемило . при попытке склеить: клей к корпусу не приставал. по микрофону со временем меня стали слышать плохо. оторвавшееся ушко для ремешка на котором я носил... Читать полностью. пока новый можно мыть с ним руки. позвонить,отправить смс, сфотать и расматривать фотки на нём же.. не соответсвует заявленным при продаже требованиям."
1744,5.0,"Ставлю 5ку. Потому что за такую цену сейчас нет смартфона более достойного (брал за 7700). Телефон подходит и для серфинга интернета и для навигации, Яндекс карты например (работает очень шустро), и для игр (возможно не все, проверял только свои не особо тяжелые) и конечно же для звонков. Потому... Читать полностью. 1) Долго держит заряд. Есть возможность ставить телефон по расписанию на выключение, например на ночь, в глубокую ночь чтобы он вообще выключался и тоже спал и не тратил батарею.  2) Большой экран. Яркие цвета, не блекнет на солнце.  3) Наличие 4G. Скорость интернета прям очень радует.... Читать полностью. 1) Задняя крышка очень сложно снимается. Все пальцы и ногти переломаешь пока её снимешь. В салоне так и не удалось снять, только после изворотов дома приноровился.  2) Камера плохая во всех смыслах. Во первых качество фото плохое, как будто фоткаешь на 3 Мп камеру 2006 года выпуска - все... Читать полностью"
1745,1.0,"Нет инструкции пользователя. Есть руководство пользователя, в ней только возможности, а как подключить не написано. В салоне настройка платная. Брал в подарок жене, вернула. В салоне глупо улыбаются, видать не первый лох. Батарея слабая, а шнур зарядки короткий, стой возле розетки. И это за три дня,... Читать полностью"
1746,5.0,"Всем привет! Хочу поделиться с мобильником марки MICROMAX X2401. Телефон-мечта! Камера меня обрадовала четким качеством. Есть и фронтовая камера. Правда она 0,3Мп.  У телефона есть интернет и игры. Можно скачивать не большие JAVA-приложения. Из минусов! Очень не мягкий звук. Нет эквалайзера!... Читать полностью. Камера, хороший прием FM радио с функций с записью с радио на карту памяти. Очень большой. И очень яркий фонарик. И можно сфотографировать фотографию с вспышкой. Удобно в темноте. Громкий звук.. Звук не мягкий, Камера быстро пачкается. Нету эквалайзера."
1747,2.0,"в общем муж себе приобрел данный смартфон в надежде на то что он проявит себя на много лучше своего предыдущего айфона 4s. прибежал домой с заветной коробочкой весь в предвкушении удачной покупки, распаковал, включил и начал изучать. разочарование не заставило себя долго ждать. камера оказалась... Читать полностью. громкий внешний динамик, хорошо ловит связь, шустрый, хорошо держит батарею. камера (причём, что тыловая, что фронтальная), постоянные глюки в виде самопроизвольных перезагрузок и зависаний, ну и конечно же главный минус то что он капец какой не водонепроницаемый (именно это и огорчило больше всего. знали бы вы мнение об этом всем моего мужа)))))ууххх)))))"
1748,5.0,"Подарили мне на праздники этот аппарат. Подарком довольна, у него масса плюсов. Дизайн- загнутый дисплей придает стильный, дорогой вид аппарату. Очень удобное и необычное расположение кнопок на задней крышке. Крышка сделана под ткань, что не дает ему скользить в руках. Также хочется отметить наличие... Читать полностью. Подведу итог, отличный, удобный и быстрый аппарат, который сочетает в себе массу достоинств.. отсутствует 4G."
1749,3.0,"Если увеличить ОЗУ(1Гиг) то будет ОК. Соответствие цена/качество. Нет поддержки 3D ,емкость ОЗУ(512) очень мала для него поэтому не тащит игры , виснет."
1750,3.0,Оцениваю на 3. Интерфейс отличный. Батарея долго заряжает более 6 часов. Держит недолго при 4g. Телефон горения до 45°С. Ужас!!! Приобрела только вчера и теперь каюсь
1751,5.0,"Очень хороший, надежный, качественный телефон за не большие деньги. Есть в нем все. Мой ребенок очень довольный. А кому нужен навигатор, пусть купит его отдельно, и еще не факт, что он будет работать лучше.... Ооооооооооооооооочень хороший телефон.. Недостатки есть во всех телефонах и для каждого они свои"
1752,3.0,"Приобрела смартфон Люмия 640 DS три недели назад. Очень пожалела, что выбрала смартфон на платформе Windous. Смартфон работает медленно. Качество фотографий оставляет желать лучшего. Скайп не работает вообще. Не могу скачать ничего из ""магазина""потому, что при вводе адреса эл.почты первый раз... Читать полностью. Единственный плюс его - хороший звук в наушниках.. Смартфон работает медленно. Качество фотографий оставляет желать лучшего. Скайп не работает вообще."
1753,5.0,"Отличный смартфон! Не ожидала, что будет так хорошо работать. Камера очень нравится. Переходила с Андроид и думала, что привыкать будет сложнее, но на деле привыкаешь быстро, особенно радует быстрый интерфейс. Сам аппарат прекрасно собран, в руке лежит как влитой. Нравятся яркие цвета и возможность... Читать полностью. Отличный смартфон! Особенно радует быстрый интерфейс.. По соотношения цена/качество аппарат идеален."
1754,5.0,"Майкрософт Люмия 950 XL — стильный смартфон, работающий на платформе Windows Mobile с 8х-ядерным процессором Qualcomm Snapdragon 810 2000Mhz, оснащенный IPS LCD-дисплеем, отображающим до 16 млн. цветов, с диагональю 5.7"" и камерой на 20 Mpx, делающей снимки с разрешением 4992 х 3744 px. ... Читать полностью. Майкрософт Люмия 950 XL — стильный смартфон, работающий на платформе Windows Mobile с 8х-ядерным процессором Qualcomm Snapdragon 810 2000Mhz, оснащенный IPS LCD-дисплеем, отображающим до 16 млн!. —"
1755,2.0,"Давно хотел опробовать виндовс мобил, как раз нравился интерфейс.  Опрорбовал- и...После андройд-это оказалось просто убожеством... В общем сама система терпимо - спишем стабильные вылеты из программ и тормоза, я думаю, на слабые, хоть и четыре вместе, ядра. Основная недостача-это конкретно... Читать полностью. Красивый интерфейс системы. Все остальное."
1756,5.0,"Телефоном пользуюсь больше 3 месяцев. До этого долго сомневался в фирме, ничего не слышал про неё. Но понравились характеристики телефона и решил рискнуть. Дисплей яркий с насыщенными красками, приятно с ним работать. Большой объём памяти, что влияет на хорошую производительность. Не плохая камера... Читать полностью. Дисплей, производительность. Их нет"
1757,5.0,"Цена это первый и главный плюс. Аккумулятор разряжается за день работы, как у всех. Сенсор чувствительный, не тормозит. Сеть держит уверенно. Камера, конечно, среднего качества. Чтобы сделать нормальный снимок, надо изловчиться. Но если привыкнуть, то вполне неплохо. А вот фронталка откровенно... Читать полностью. Цена, качество картинки, инет, базовая память.. Основную камеру получше хочется."
1758,5.0,"Телефон в целом неплохой, если дешевле 5000, берите не раздумывая. Надёжный как ни странно. Падал на пол на работе, разбился сенсор. Впоследствии падал ещё- стал хуже работать wi-fi. Другой бы сдох давно, а этот работает. Камера отличная, 8mpx. Замечательный широкий экран.. Слабовата батарея, нет 4g"
1759,1.0,"Приобрела аппарат ZTE Blade A5- 27 января2016года.Через сутки аппарат с заряженной батареей отключился.В салоне поменяли аккумулятор-включился,еще через сутки опять вырубился.В сервисном центре дали заключение,что телефон исправен и соответствует заводским характеристикам.По факту он вырубается 3-5... Читать полностью. задняя крышка приятна на ощупь))). он живет своей,неподвластной Вам жизнью..."
1760,5.0,"За эти деньги лучший телефон.. Отличный телефон! Сенсор, экран, камера все натвысоте. Внешне очень красивый.. Минусов не выявил за месяц использования."
1761,3.0,"Середнячок). Долго держит заряд единственный плюс,так все такое же как и в других сенсорных. Андроид 5.. Слот сим карты(большой) перестал  определяться,при зарядке батарея перегревается и выскакивает сообщение об том ,аккумулятор перегрет вытащить батарею ..."
1762,5.0,"Хороший телефон. Вообще не виснет, интернет отличный. Все поддерживает, легкий,удобный. Просто радует телефон. Как-то батарея тупит, то весь день держит, то за пол для садится.Пользуюсь неделю всего. В принципе, нравится телефон."
1763,5.0,"я пользователь  - продвинутый я считаю
на mediapad x2 я одновременно скачиваю торренты, заливаю скачиваенное в облако
и параллельно серфю 
ничего не виснет и не лагает
игрушки летают. очень крутой фаблет
жду в начале лета 2016 года huawei mediapad x3 
в нем обещают начинку как mate 8
но обещают экран как у P9 и P9max
хуавеи как всегда на высоте. не часто обновляемая прошивка 
хотя и эта устраивает )"
1764,5.0,"В эпоху кнопочных телефонов пользовался исключительно телефоном Нокия, наверное около 7-8 лет назад. Сменилось два телефона - второй был раскладушка. Очень нравился. Но как говорится - прогресс не стоит на месте, и когда пришла время сменить телефон на сенсорный - нокии не было в тот период... Читать полностью. Нет андроид-тормозов, все работает. Интерфейс радует - сразу было непривычно, а сейчас только плюсы. Батарея держит отлично! 3G ловит. Стильный!. Великолепный телефон за свои деньги. Рекомендую."
1765,5.0,"Аппарат очень хорош не хочу с ним растоваться. Интернет летает, звук музыки на высоте как через динамик, так и в наушниках. Батарея не убиваемая. Шустрый процессор. Андроид 5.1. Супер рекомендую тем кто ценит автономность и хорошую сборку. Большой яркий экран HD. Батарея живёт не знаю как у кого у меня 6 дней интернет,просмотр видео, прослушивание музыки. С хорошими наушниками звук потресающий являюсь меломаном. Камера соответствует заявленому 8pix особенно хорошо снимает макро.. Не могу найти чехол. Нет полиофобного покрытия пришлось клеить пленку"
1766,5.0,"Этот смарт первый, который мне вообще не хочется менять, потому как устраивает меня на 99%. Отличный смартфон премиум класса, мало в чем уступающий, а кое в чем и превосходящий конкурентов. Неожиданное для Huawei устройство. Стильное, удобное, красивое, быстрое. Вызывает большой интерес у всех, кто... Читать полностью. 1. Отличный экран, большого размера, как я и хотел, яркий, четкий, с очень хорошими углами обзора. Очень рад, что производитель не стал гнаться за модой, и поставил FullHD вместо новомодного 2к экрана, никогда не понимал этой гонки технологий, жрущих почем зря батарейку, на маленьких экранах... Читать полностью. 1. Какой ***** (тут не пропускают отзывы, если назвать вещи своими именами, думаю, вы поняли) придумывает эти совмещенные слоты под симкарту / карту памяти в современных аппаратах, я не знаю. Анекдот напоминает - ""Вам чай с сахаром, или с заваркой""? Даже на гигантском 6-дюймовом телефоне не нашлось... Читать полностью"
1767,5.0,"За свою цену у этого телефона просто нет минусов!! Дизайн хоть и простенький, но вполне симпатичный, в руке лежит удобно. На сутки использования регулярного вполне хватает-я из рук телефон практически не выпускаю-то в интернете сижу, то звонки по работе, а вот качество снимков не очень нравится, но... Читать полностью. Цена, дизайн, батарея. Камера"
1768,5.0,"Сломался старый добрый Fly, на смену пришел этот замечательный телефон. Как я изложила, пока минусов в нем практически не обнаружила( купила чехол, теперь абсолютно не скользит), может потому что пользуюсь всего третий месяц, может потому что их просто нет!). Красивый корпус, хорошо ловит интернет, можно вставлять 2 симки, большой экран, долго держит заряд аккумулятора, отличная камера, хорошая память и все это за относительно низкую стоимость.. немного скользит в руке."
1769,5.0,"Рабочая лошадка ) Отличный аппарат для тех, кто не гонится за модой. Телефон очень прочный - несколько раз падал и ни царапины. Батарея очень долго держит заряд. Камера мягко говоря не очень, но для такого телефона это и не главное. Есть фонарик и плеер, что очень порадовало. Память большая, много... Читать полностью. Цена, прочность. большой объем памяти. Для телефона по такой цене? Нет их ))"
1770,5.0,"Выбрала классический телефон в белом цвете, смотриться очень стильно, женственный, на операционной системе Android 5.1. Большой экран с диагональю 5.5''. Хорошо и удобно лежит в руке, возможность устанавливать сразу две сим-карты. Встроенной памяти 8 Гб, мне вполне достаточно. Получаются... Читать полностью. Хорошая камера, приемлимая цена. Небольшой обьем оперативной памяти"
1771,5.0,"Сломался старый добрый Fly, на смену пришел этот замечательный телефон. Как я изложила, пока минусов в нем практически не обнаружила( купила чехол, теперь абсолютно не скользит), может потому что пользуюсь всего третий месяц, может потому что их просто нет!). Красивый корпус, хорошо ловит интернет, можно вставлять 2 симки, большой экран, долго держит заряд аккумулятора, отличная камера, хорошая память и все это за относительно низкую стоимость.. немного скользит в руке."
1772,4.0,"Приобрел телефон неделю назад. Все очень быстро настроилось и начало работать. Телефоном доволен, но OS немного сыровата, или я бы сказал не совсем привычна. Раньше пользовался айфоном, но он утанул. Пользуюсь виндовс 10 на ноуте, планшете, решил попробовать и на смартфоне. Оказалась десятка на... Читать полностью. Все очень быстро настроилось и начало работать. Телефоном доволен. OS немного сыровата, или я бы сказал не совсем привычна."
1773,4.0,"После ""Android"" ""Lumia 640"" - это тренировка для ума. нестандартно, но интуитивно понятно. Минус в том, что нет индикатора пропущенных вызовов и сообщений и то, что до сих пор не разобралась (сегодня третий день от даты покупки) как добавить свои мелодии звонка и открыть скачанные книги в... Читать полностью. очень добротный гладкий прямоугольничек!. Минус в том, что нет индикатора пропущенных вызовов и сообщений"
